"ID","PMNNO","ACCNO","UID","EXP","GenericName","FLAG","ACTIVITY"
5425,"P840185",42116,,,"Perhaloolefin (PROVISIONAL)","PMN","INACTIVE"
5426,"P840185",47859,,,"Perhaloolefin (PROVISIONAL)","PMN","INACTIVE"
5427,"P840187",63344,,,"Oxide of aluminum and Groups IIIa and IIIb elements (PROVISIONAL)","PMN","INACTIVE"
5428,"P840190",40916,,,"Chromophore substituted poly(oxyalkylene) (PROVISIONAL)","PMN; XU","INACTIVE"
5429,"P840191",119109,"UID-2019-00162","20290428","Polymer of laurolactam, caprolactam, alkanedioic acids and alkanediamines (PROVISIONAL)","PMN; XU","ACTIVE"
5430,"P840192",75093,,,"Polymer of laurolactam, caprolactam, alkanedioic acid and alkanediamine (PROVISIONAL)","FRI; PMN; XU","ACTIVE"
5431,"P840202",45080,,,"Chromophore substituted polyoxyalkylene (PROVISIONAL)","PMN; XU","ACTIVE"
5432,"P840203",46607,"UID-2016-00215","20261027","Trisubstituted aminothiophene","PMN","ACTIVE"
5433,"P840205",41442,,,"Polymer of diethyl carbonate, alkane diols, oxo-heteromonocycle andisophorone diisocyanate","PMN; XU","INACTIVE"
5434,"P840208",48885,,,"Vegetable oil polyamide resin (PROVISIONAL)","PMN; XU","ACTIVE"
5435,"P840210",46323,,,"4-Substituted benzoyl chloride","PMN","INACTIVE"
5436,"P840211",47757,,,"Phenazinium, bis(dialkylamino)-(substituted)-phenyl)-, halide","PMN","INACTIVE"
5437,"P840212",45999,,,"Phenazinium, bis(dialkylamino)-(subsituted-phenyl)-, halide","PMN","INACTIVE"
5438,"P840214",45148,,,"Reaction product of quinone and amine (PROVISIONAL)","PMN; XU","INACTIVE"
5439,"P840219",78832,,,"Modified tall oil alkyd polymer (PROVISIONAL)","FRI; PMN; XU","ACTIVE"
5440,"P840220",43482,,,"Benzenesulfonic acid, 4-[[[(dialkylamino)phenyl]substituted]-3-methyl-5-oxo-2-pyrazolin-1-yl]-, heteromonocycle salt","PMN","INACTIVE"
5441,"P840223",67788,,,"3H-Indolium, 2-[(4-alkoxyphenyl)substituted]-1,3,3-trimethyl-, compd. with substituted benzenesulfonic acid","PMN","INACTIVE"
5442,"P840224",68361,,,"Alkoxylated bisphenol A, inorganic esters, monoethanoamine salt (PROVISIONAL)","PMN; XU","ACTIVE"
5443,"P840224",93277,,,"Alkoxylated bisphenol A, inorganic ester, ammonium salt (PROVISIONAL)","PMN; XU","ACTIVE"
5444,"P840225",63662,,,"Itaconic acid, polymer with alkanepolyol, trisubstituted isocyanurate, methylenedianiline and benzenepolycarboxylic acid derivative","PMN; XU","INACTIVE"
5445,"P840228",67642,,,"Modified copolymer of alkenoic esters and substituted alkenoic esters with styrene (PROVISIONAL)","PMN; XU","ACTIVE"
5446,"P840232",63515,,,"Alkyd resin (PROVISIONAL)","PMN; XU","INACTIVE"
5447,"P840236",43200,,,"Diisocyanate polymer with polyether polyols (PROVISIONAL)","PMN; XU","INACTIVE"
5448,"P840240",43335,,,"Trisubstituted benzoxazolium salt (PROVISIONAL)","PMN","ACTIVE"
5449,"P840241",44236,,,"Trisubstituted benzoxazolium salt (PROVISIONAL)","PMN","ACTIVE"
5450,"P840245",42321,,,"Zinc amino acid complex (PROVISIONAL)","PMN","INACTIVE"
5451,"P840246",47699,,,"Zinc amino acid complex (PROVISIONAL)","PMN","ACTIVE"
5452,"P840247",48147,,,"Zinc amino acid complex (PROVISIONAL)","PMN","INACTIVE"
5453,"P840248",41395,,,"Zinc amino acid complex (PROVISIONAL)","PMN","INACTIVE"
5454,"P840249",78934,,,"1H-Indole-2,3-dihydro-1,3,3-trimethyl-2-(2-(2,4,6-trisubstituted phenyl)ethenyl)- (PROVISIONAL)","PMN","INACTIVE"
5455,"P840254",48465,,,"Polyester resin (PROVISIONAL)","PMN; XU","INACTIVE"
5456,"P840259",48318,,,"Methanaminium, N,N'-[phenylenebis(methylene(substituted)(alkylphenylene)[[dimethylamino)phenyl]methylidyne]-carbomonocyclic-diylidene]]bis[N-methyl-","PMN","INACTIVE"
5457,"P840261",65497,,,"Polyester/alkyd from alkanediols, carbomonocyclic anhydride and mixed acids (PROVISIONAL)","PMN; XU","INACTIVE"
5458,"P840263",49399,,,"Alkyl polyoxyalkylene phosphate, reaction product with alkanolamine","FRI; PMN; XU","INACTIVE"
5459,"P840263",45911,,,"Alkyl polyoxyalkylene phosphate","FRI; PMN; XU","INACTIVE"
5460,"P840264",47519,,,"Alkyl sulfonate (PROVISIONAL)","PMN","INACTIVE"
5461,"P840268",47166,"UID-2023-00194","20280201","Isocyanate-terminated polyurethane (PROVISIONAL)","PMN; XU","ACTIVE"
5462,"P840273",44418,"UID-2023-00195","20280201","Polyurethane dispersion (PROVISIONAL)","PMN; XU","ACTIVE"
5463,"P840276",48998,,,"(Substituted-phenyl)-N-phenylnitrone","PMN","INACTIVE"
5464,"P840287",42876,,,"3-Methyl substituted aliphatic nitrile (PROVISIONAL)","PMN","INACTIVE"
5465,"P840289",73928,,,"Alkylated onium salt, substituted sulfur compound, substituted sulfide (PROVISIONAL)","PMN","INACTIVE"
5466,"P840290",67222,,,"Reaction product of glycerin, ethylene oxo and hydrocarbyl halide","PMN; XU","INACTIVE"
5467,"P840291",68009,,,"Reaction product of alkenylsuccinic anhydride and substituted alcohol (PROVISIONAL)","PMN","INACTIVE"
5468,"P840295",70930,,,"Disubstituted piperazine salt (PROVISIONAL)","PMN","ACTIVE"
5469,"P840303",69988,,,"Caprolactone, polymer with disubstituted alkyl acrylate, isophoronediisocyanate and polyalkylene glycol","PMN; XU","INACTIVE"
5470,"P840308",42752,,,"Benzenamine, 2-substituted-4-[2-(5-substituted-2,3-dihydro-1,3,3-trialkyl-1N-indol-2-yl)ethenyl]-","PMN","INACTIVE"
5471,"P840311",45966,,,"Alkynylalkene","PMN","INACTIVE"
5472,"P840314",68725,,,"Partially oxidized polysaccharide (PROVISIONAL)","PMN; XU","INACTIVE"
5473,"P840320",45251,,,"Saturated polyester (PROVISIONAL)","PMN; XU","INACTIVE"
5474,"P840321",75333,,,"Polyether ester acid, compound with amine (PROVISIONAL)","FRI; PMN; XU","ACTIVE"
5475,"P840322",44101,,,"Organosiloxane copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
5476,"P840323",42694,,,"Urea, polymer with mixed oxoalkanes","PMN; XU","ACTIVE"
5477,"P840326",64132,,,"Bis(polyalkylaminetriphenyl)-bis(aminoalkyl) benzene (PROVISIONAL)","PMN","INACTIVE"
5478,"P840327",68236,,,"Epoxy ester resin (PROVISIONAL)","PMN; XU","INACTIVE"
5479,"P840328",47531,,,"Vegetable oils, polymers with polyalkylene glycol, and toluene diisocyanate","PMN; XU","INACTIVE"
5480,"P840334",67346,,,"Alkanepolyol, polymer with substituted benzenedicarboxylic acid derivative, bisphenol A and methylenedianiline","PMN; XU","INACTIVE"
5481,"P840335",37957,,,"Metal carboxylate (PROVISIONAL)","PMN","INACTIVE"
5482,"P840345",47564,,,"Alkanoic acid, substituted-dimethylalkenyl ester","PMN","INACTIVE"
5483,"P840347",87311,,,"Fluorinated polyamide (PROVISIONAL)","FRI; PMN; S","INACTIVE"
5484,"P840350",86921,,,"Substituted phosphonium chloride (PROVISIONAL)","PMN","ACTIVE"
5485,"P840353",48487,,,"Quinone-imine dye (PROVISIONAL)","PMN","INACTIVE"
5486,"P840354",44601,,,"Disubstituted benzenesulfonic acid","PMN","INACTIVE"
5487,"P840355",43006,,,"Disubstituted benzenesulfonic acid","PMN","INACTIVE"
5488,"P840356",49424,,,"6,13-Dichloro-4,11-triphenodioxazinedisulfonic acid, bis[substituted]-,","PMN","ACTIVE"
5489,"P840357",41226,,,"Benzenesulfonic acid, [(dichlorodioxocyclohexadienediyl)diimino]bis[[substituted]-,","PMN","INACTIVE"
5490,"P840358",119450,,,"Unsaturated organic compound","PMN; XU","INACTIVE"
5491,"P840360",165265,,,"Formaldehyde, polymer with a substituted branched nonylphenol (PROVISIONAL)","PMN; XU","INACTIVE"
5492,"P840362",102933,,,"Polyamido-amine (PROVISIONAL)","PMN; XU","INACTIVE"
5493,"P840368",42081,,,"Benzenemethanaminium, ethenyl-N,N,N-trialkyl-, chloride, polymer with substituted ethenylbenzene, hydroxyalkyl sulfide, methyl methacrylate, bis(alkane) derivative and aminoalkylmethacrylate, quaternized","PMN; XU","INACTIVE"
5494,"P840372",46878,,,"4-(Substituted cycloalkyl)-alkoxybenzene (PROVISIONAL)","PMN","ACTIVE"
5495,"P840373",43982,,,"4-(Substituted cycloalkyl)-alkoxybenzene (PROVISIONAL)","PMN","ACTIVE"
5496,"P840378",118946,,,"Aromatic sulfonate of substituted heteropolycycle (PROVISIONAL)","PMN","INACTIVE"
5497,"P840379",76278,,,"Aromatic sulfonate of substituted heteropolycycle (PROVISIONAL)","PMN","INACTIVE"
5498,"P840385",69557,,,"Substituted phenylmagnesium chloride (PROVISIONAL)","PMN","INACTIVE"
5499,"P840386",66058,,,"Substituted phenylmagnesium chloride (PROVISIONAL)","PMN","INACTIVE"
5500,"P840388",49628,,,"Reaction product of a phenol-formaldehyde polymer, carbocyclic, anhydride, and an amine (PROVISIONAL)","PMN; XU","INACTIVE"
5501,"P840389",60027,,,"Urethane acrylate (PROVISIONAL)","PMN; XU","ACTIVE"
5502,"P840393",45002,,,"2-Chloro-N-methyl-N-substituted acetamide","PMN; S; 5E","INACTIVE"
5503,"P840398",54207,,,"Starch, 2-diethylaminoethyl ether hydrochloride, 2-acetamido-N-(2,2-disubstituted alkyl)-N-methylether","PMN; XU","INACTIVE"
5504,"P840399",46083,,,"Blocked amine (PROVISIONAL)","PMN; XU","ACTIVE"
5505,"P840401",49242,,,"Titanium(4+) hydroxyalkanedioate polyhydroxyalkane complexes","PMN","INACTIVE"
5506,"P840402",44963,,,"Titanium(4+) hydroxyalkanedioate polyhydroxyalkane complexes","PMN","INACTIVE"
5507,"P840404",75413,,,"Modified alkyd resin of phthalic anhydride and glycerine (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5508,"P840408",44316,,,"4(alkylphenyl carbonyloxyl-benzoic acid, alkylphenyl ester (PROVISIONAL)","PMN","INACTIVE"
5509,"P840409",45820,,,"4'-Alkylbiphenyl carboxylic acid, (4-alkylphenyl)ester (PROVISIONAL)","PMN","INACTIVE"
5510,"P840410",48158,,,"Alkylbenzoic acid, 4-alkylphenyl ester (PROVISIONAL)","PMN","INACTIVE"
5511,"P840411",41759,,,"Alkylbenzoic acid, 4-alkylphenyl ester (PROVISIONAL)","PMN","INACTIVE"
5512,"P840412",41715,,,"Alkylbenzoic acid, 4-alkylphenyl ester (PROVISIONAL)","PMN","INACTIVE"
5513,"P840413",41533,,,"Alkylbenzoic acid, 4-alkylphenyl ester (PROVISIONAL)","PMN","INACTIVE"
5514,"P840414",48272,,,"Alkylbenzoic acid, 4-alkylphenyl ester (PROVISIONAL)","PMN","INACTIVE"
5515,"P840417",30309,,,"Methylphenol, bis(substituted alkyl)-","PMN; S; 5E","INACTIVE"
5516,"P840418",68225,,,"Carbopolycycle dicarboxylic acid, alkyl ester","PMN","INACTIVE"
5517,"P840419",42207,,,"Substituted-benzene, (1,3,5-triazine-2,4,6-triyltriimino)tris-, alkali metal salt","PMN","ACTIVE"
5518,"P840422",45046,,,"Methylene diphenyl diisocyanate, polymer with alkylphenol and substituted-imidazolidine","PMN; XU","INACTIVE"
5519,"P840423",47393,,,"Diphenylmethane diisocyanate, polymer with substituted benzenedicarboxylic acid derivative and benzenedicarboxylic acid","PMN; XU","INACTIVE"
5520,"P840424",49606,,,"Alkanepolyol, polymer with oxo-heteromonocycle and benzenedicarboxylic acid","PMN; XU","INACTIVE"
5521,"P840429",45284,,,"Benzothiazolium, alkyl-[methyl-(alkyl-(sulfoalkyl)-benzothiazolylidene)-propenyl]-substituted, compound with alkylamine","PMN; XU","INACTIVE"
5522,"P840438",42343,,,"Alkyl butanamide (PROVISIONAL)","PMN","INACTIVE"
5523,"P840442",59462,,,"Epoxy-modified urethane polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5524,"P840445",77840,,,"Substituted ketone (PROVISIONAL)","PMN","INACTIVE"
5525,"P840449",47780,,,"Terpene ester (PROVISIONAL)","PMN","INACTIVE"
5526,"P840450",47622,,,"Dialkyl-alkadien-ol, acetate, derivative","PMN","INACTIVE"
5527,"P840451",47086,,,"Phenoxazin imine (PROVISIONAL)","PMN","INACTIVE"
5528,"P840453",72049,,,"Vinylpyrrolidone copolymer (PROVISIONAL)","PMN","INACTIVE"
5529,"P840455",44816,,,"Substituted alkyltetrazole","PMN","INACTIVE"
5530,"P840465",43164,"UID-2020-00055","20301130","Substituted urea (PROVISIONAL)","PMN","ACTIVE"
5531,"P840469",44656,,,"Polyalkyl ester (PROVISIONAL)","PMN","INACTIVE"
5532,"P840470",45411,"UID-2016-00040","20260810","Salt of aminoethylethanolaminetriphosphonic acid (PROVISIONAL)","PMN","ACTIVE"
5533,"P840472",42843,,,"Acrylic acid, polymer with substituted acrylate","PMN; XU","INACTIVE"
5534,"P840473",61100,,,"Isocyanate modified phenolic resin (PROVISIONAL)","PMN; XU","INACTIVE"
5535,"P840474",46696,,,"Chromophore substituted poly(oxyethylene) (PROVISIONAL)","PMN; XU","ACTIVE"
5536,"P840477",61815,,,"Styrene, alkene and 2,5-furandione copolymer","PMN; XU","INACTIVE"
5537,"P840478",65884,,,"Ammonia salt of styrene, alkene and 2,5-furandione polymers","PMN; XU","INACTIVE"
5538,"P840480",49388,,,"Monocyclic acetate (PROVISIONAL)","PMN","INACTIVE"
5539,"P840481",228718,,,"Polyester urethane polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5540,"P840481",45137,,,"Polyester urethane polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5541,"P840483",42638,,,"Styrene, polymer with phthalic anhydride, hydroxyalkyl methacrylate, alkanethiol and substituted alkanoate","PMN; XU","INACTIVE"
5542,"P840489",61973,,,"Modified acrylic polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5543,"P840490",61304,,,"Substituted aminofluorane (PROVISIONAL)","PMN","INACTIVE"
5544,"P840492",32178,,,"Substituted hydroxylamine","PMN; S; 5E","INACTIVE"
5545,"P840493",77613,,,"Substituted isoxazolidinone (PROVISIONAL)","PMN","INACTIVE"
5546,"P840495",63264,,,"Vegetable oil, ester with aromatic carboxylic acid (PROVISIONAL)","PMN","INACTIVE"
5547,"P840498",66525,,,"Fatty alcohol, ethoxylated, propoxylated, fatty acid ester (PROVISIONAL)","FRI; PMN; XU","ACTIVE"
5548,"P840502",131330,,,"Modified epoxy based resin (PROVISIONAL)","PMN; XU","INACTIVE"
5549,"P840503",62205,,,"Modified styrene/acrylic polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5550,"P840504",44327,,,"Naphthalenetrisulfonic acid, [(substituted-phenylene)bis[imino(chloro-1,3,5-triazinediyl)imino[[substituted]phenylene]azo]]bis-, lithium sodium salt","PMN","INACTIVE"
5551,"P840506",55039,,,"Quinolinedione isoindole derivative","PMN","INACTIVE"
5552,"P840509",74943,,,"Polyurethane resin (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5553,"P840515",47826,,,"Alkyl styrene, polymer with alkenedioic acid derivative","PMN; XU","INACTIVE"
5554,"P840516",47020,,,"Alkenedioic acid derivative, polymer with sulfonated alkyl stryene,metal salts","PMN; XU","INACTIVE"
5555,"P840524",48512,,,"Naphthalenesulfonic acid, [[(substituted-phenyl)azo]methoxymethylphenylazo]hydroxy-(substituted)-, alkanolamine salt","PMN","INACTIVE"
5556,"P840525",65964,,,"(Substituted)benzenesulfonic acid, [(hydroxynaphthalenyl)azo]-, substituted amine salt","PMN","ACTIVE"
5557,"P840526",66558,,,"Benzenesulfonic acid, [(substituted-naphthalenyl)azo]-substituted amine salt","PMN","INACTIVE"
5558,"P840527",89748,,,"Unsaturated amino alkyl ester salt","PMN","INACTIVE"
5559,"P840529",62705,,,"Alkanedioic acid, reaction product with alkanolamines","PMN; R; 5F","ACTIVE"
5560,"P840530",64632,"UID-2019-00135","20290514","Polyester polymer derived from glycols and cyclic and alkyl dicarboxylic acids (PROVISIONAL)","PMN; XU","ACTIVE"
5561,"P840535",52405,,,"Alkali metal polycarboxylate (PROVISIONAL)","PMN; XU","INACTIVE"
5562,"P840536",46823,,,"Coconut fatty acids, polymer with alkanepolyols, phthalic anhydride, substituted alkene and styrene","PMN; XU","INACTIVE"
5563,"P840538",62158,,,"Disubstitutedsulfamoyl carbomonocycle azo substituted naphthalene sulfonic acid, ammonium salt (PROVISIONAL)","PMN","INACTIVE"
5564,"P840539",49220,,,"Pentacoordinate siliconate (PROVISIONAL)","PMN","INACTIVE"
5565,"P840540",46641,,,"Siloxanes and silicones, dimethyl, methylfluoroalkyl (PROVISIONAL)","PMN; S","ACTIVE"
5566,"P840540",99333,,,"Siloxanes and silicones, dimethyl, methylfluoroalkyl (PROVISIONAL)","PMN; S","ACTIVE"
5567,"P840544",64825,,,"Polymer of substituted benzenes and tetra-substituted propane (PROVISIONAL)","PMN; XU","INACTIVE"
5568,"P840545",48432,,,"Vegetable oil, polymer with alkanoic acid, alkanedioic acid, phthalic anhydride, alkanepolyol, methyl methacrylate, alkyl acrylate and substitutedalkyl methacrylate","PMN; XU","INACTIVE"
5569,"P840548",64972,,,"Isophorone diisocyanate, polymer with substituted alkane","PMN","INACTIVE"
5570,"P840549",100460,,,"Blocked diisocyanate polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5571,"P840550",47644,,,"Polymer of soybean oil, tung oil, alkanepolyols, phthalic anhydrideand diisocyanato-alkyl-carbomonocycle","PMN; XU","INACTIVE"
5572,"P840568",48396,,,"Substituted tall oil polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5573,"P840570",46038,,,"Alkyl substituted 4-amino, 1-8 naphthalimide (PROVISIONAL)","PMN","ACTIVE"
5574,"P840586",53102,,,"Vegetable fatty acids, reaction products with polyalkylenepolyamines, alkyl phosphates","FRI; PMN; XU","INACTIVE"
5575,"P840587",107018,,,"Alkylphosphate salt of polyamino amide (PROVISIONAL)","PMN","INACTIVE"
5576,"P840588",15500,,,"Alkyl fatty acids, polymers with vegetable fatty acids and polyalkylene polyamines, alkyl phosphates","PMN; XU","INACTIVE"
5577,"P840589",83171,,,"Hydrazone (PROVISIONAL)","PMN","INACTIVE"
5578,"P840590",84265,,,"Azopigment (PROVISIONAL)","PMN","INACTIVE"
5579,"P840593",62078,,,"Diazotization product of substituted benzamide and substituted pyridine (PROVISIONAL)","PMN","INACTIVE"
5580,"P840594",65544,,,"Dimer acids, dicarboxylic acid, diamines polyamide resin (PROVISIONAL)","PMN; XU","ACTIVE"
5581,"P840595",62363,,,"Polyester resin (PROVISIONAL)","PMN; XU","INACTIVE"
5582,"P840601",46050,,,"Terpene ester (PROVISIONAL)","PMN","INACTIVE"
5583,"P840602",45193,,,".alpha.-Alkenes, polymers with dialkyl maleate","PMN; XU","ACTIVE"
5584,"P840603",48896,,,"Polymer ester (PROVISIONAL)","PMN; XU","ACTIVE"
5585,"P840605",67608,,,"Polymer of hydroxyalkanoic acids and alkanoic acids","PMN; XU","INACTIVE"
5586,"P840609",44123,,,"Vegetable oils, polymer with styrene, alkanepolyol, phthalic anhydride and disubstituted benzene","PMN; XU","INACTIVE"
5587,"P840619",27986,,,"Tetrasubstituted indolium salt (PROVISIONAL)","PMN","INACTIVE"
5588,"P840623",45444,,,"Acrylic acid, polymer with acrylamide and acrylamide derivative, alkali metal salt","PMN; XU","INACTIVE"
5589,"P840628",73202,,,"Modified methacrylate vegetable oil fatty acid copolymer (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5590,"P840631",67915,"UID-2018-00183","20290624","Trisubstituted benzenesulfonic acid derivative (PROVISIONAL)","PMN","ACTIVE"
5591,"P840637",32349,,,"Modified acrylic resin (PROVISIONAL)","PMN; XU","INACTIVE"
5592,"P840653",172851,,,"Perfluoroalkylphosphate ammonium salt (PROVISIONAL)","PMN; S","ACTIVE"
5593,"P840657",42978,"UID-2018-00169","20280122","Sulfonated amino naphthalene (PROVISIONAL)","PMN","ACTIVE"
5594,"P840659",45400,,,"Ferrate, bis[[[[[4,6-bis[substituted]-1,3,5-triazinyl]aminophenylazo]alkylphenylazo]-dihydroxyphenylazo]-substituted-phenolato]-, hydrogen, lactate salt","PMN","INACTIVE"
5595,"P840659",47268,,,"Ferrate, bis[[[[[4,6-bis[substituted]-1,3,5-triazinyl]aminophenylazo]alkylphenylazo]-dihydroxyphenylazo]-substituted-phenolato]-, hydrogen, lactate salt","PMN","INACTIVE"
5596,"P840659",44645,,,"Ferrate, bis[[[[[4,6-bis[substituted]-1,3,5-triazinyl]aminophenylazo]alkylphenylazo]-dihydroxyphenylazo]-substituted-phenolato]-, hydrogen, lactate salt","PMN","INACTIVE"
5597,"P840666",61440,,,"Starch, 2 diethylaminoethylether hydrochloride, 2 acetamido-N-(2-substituted alkyl-) N-methylether (PROVISIONAL)","PMN; XU","INACTIVE"
5598,"P840668",69626,,,"Polyester from carbomonocyclic ester and alkylene glycol (PROVISIONAL)","PMN; XU","INACTIVE"
5599,"P840672",63980,,,"Reaction product of epoxides and aromatic amine (PROVISIONAL)","PMN; XU","INACTIVE"
5600,"P840679",105647,,,"Salt of dialkylphosphorodithioic acid (PROVISIONAL)","PMN","INACTIVE"
5601,"P840680",88267,,,"Mixed salt of dialkylphosphorodithioic acid (PROVISIONAL)","PMN; XU","INACTIVE"
5602,"P840682",61848,,,"Vegetable fatty acids, reaction products with alkenoic acid derivative and polyalkylenepolyamine","PMN","INACTIVE"
5603,"P840684",63219,,,"Formaldehyde, polymer with alkylphenols","PMN; XU","INACTIVE"
5604,"P840687",62921,,,"Substituted benzyl amino polyol (PROVISIONAL)","PMN; XU","INACTIVE"
5605,"P840689",61757,,,"Vegetable fatty acids, alkyl esters, reaction products with grease,sulfurized, polymerized","PMN; XU","INACTIVE"
5606,"P840695",38574,,,"Oil modified polyester (PROVISIONAL)","PMN; XU","INACTIVE"
5607,"P840696",37275,"UID-2020-00061","20301204","Organic salt of quaternary aliphatic cyclic amine (PROVISIONAL)","PMN","ACTIVE"
5608,"P840700",37399,,,"Substituted polyamine (PROVISIONAL)","PMN","INACTIVE"
5609,"P840702",43506,,,"Terpene ether alcohol (PROVISIONAL)","PMN","INACTIVE"
5610,"P840710",110102,,,"Copolymer of acrylate and methacrylate","PMN; XU","INACTIVE"
5611,"P840712",81299,,,"Substituted phenyleneazonaphthalenetrisulfonic acid (PROVISIONAL)","PMN","INACTIVE"
5612,"P840716",66398,,,"Polymer of alkylphenols, formaldehyde and substituted diphenyl ether","PMN; XU","INACTIVE"
5613,"P840717",44496,,,"Hydrogenated vegetable oil","PMN","INACTIVE"
5614,"P840728",108408,,,"Polyesterimide resin (PROVISIONAL)","PMN; XU","INACTIVE"
5615,"P840740",64767,,,"1,3-Isobenzofurandione, [substituted bis(4,1-phenyleneoxy)]bis-, polymer with [substituted bis(4,1-phenyleneoxy)]bis[benzenamine]","PMN; XU","INACTIVE"
5616,"P840741",66514,,,"Siloxanes and Silicones, dimethyl, (substituted) alkyl terminated, polymer with 4,4'-[(1-methylethylidene)bis(4,1-phenyleneoxy)]bis[benzenamine] and [substituted bis(4,1-phenyleneoxy)]bis[1,3-isobenzofurandione]","PMN; XU","ACTIVE"
5617,"P840744",70316,,,"Haloalkyl-polynitro-halobenzene (PROVISIONAL)","PMN","INACTIVE"
5618,"P840745",47235,,,"Fatty alcohol, hydroxy stearate (PROVISIONAL)","PMN","INACTIVE"
5619,"P840746",45864,,,"Polyalkylene glycols (PROVISIONAL)","PMN; XU","INACTIVE"
5620,"P840747",45024,,,"Polyalkylene glycol (PROVISIONAL)","PMN; XU","INACTIVE"
5621,"P840748",44725,,,"Modified polyol acetals (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5622,"P840761",50249,,,"Styrene, polymer with hydroxyalkanoic acid, substituted methacrylates, hydroxyalkyl acrylate and methacrylic acid","PMN; XU","INACTIVE"
5623,"P840762",122737,,,"Polymer of neopentyl glycol, hexanediol and ethylene glycol with mixed acids (PROVISIONAL)","PMN; XU","INACTIVE"
5624,"P840766",74998,,,"Polymer of formaldehyde and substituted phenols (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5625,"P840770",66638,,,"Alkyd resin (PROVISIONAL)","PMN; XU","INACTIVE"
5626,"P840772",56316,,,"Polyalkylenepolyamine, reaction products with vegetable oil and hydroxyalkanoic acid","PMN","INACTIVE"
5627,"P840773",58890,,,"Polyalkylenepolyamine, reaction products with vegetable oil and alkenoic acid","PMN","INACTIVE"
5628,"P840774",51355,,,"Polyalkylenepolyamine, reaction products with vegetable oil and hydroxyalkanoic acid","PMN","INACTIVE"
5629,"P840775",56043,,,"Polyalkylenepolyamine, reaction products with vegetable oil and alkenoic acid","PMN","INACTIVE"
5630,"P840776",59279,,,"Polyalkylenepolyamine, reaction products with vegetable oil and hydroxyalkanoic acid","PMN","INACTIVE"
5631,"P840777",55813,,,"Polyalkylenepolyamine, reaction products with vegetable oil and alkenoic acid","PMN","INACTIVE"
5632,"P840778",50181,,,"Polyalkylenepolyamine, reaction products with vegetable oil and hydroxyalkanoic acid","PMN","INACTIVE"
5633,"P840779",56134,,,"Polyalkylenepolyamine, reaction products with vegetable oil and alkenoic acid","PMN","INACTIVE"
5634,"P840782",60652,,,"Pentasubstituted naphthalenecarboxamide (PROVISIONAL)","PMN","INACTIVE"
5635,"P840784",69444,,,"Polymer of substituted acrylic acid esters and disubstituted acrylamides","PMN; XU","INACTIVE"
5636,"P840785",68554,,,"Disubstituted naphthoic acid (PROVISIONAL)","PMN","INACTIVE"
5637,"P840792",64325,,,"Disubstituted anthraquinone-2-sulfonic acid, alkali metal salt (PROVISIONAL)","PMN","INACTIVE"
5638,"P840793",69273,,,"Disubstituted anthraquinone-2-sulfonic acid (PROVISIONAL)","PMN","ACTIVE"
5639,"P840794",32203,,,"Benzoselenazole based cyanine dye (PROVISIONAL)","PMN","INACTIVE"
5640,"P840800",60209,,,"Pentasubstituted naphthalenecarboxamide (PROVISIONAL)","PMN","INACTIVE"
5641,"P840802",63548,,,"Aromatic diamine polymer with epoxy phenol novolac (PROVISIONAL)","PMN; XU","ACTIVE"
5642,"P840805",76869,,,"Modified polymer of formaldehyde and substituted phenols (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5643,"P840809",70305,,,"Polyesterimide resin (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5644,"P840809",78570,,,"Polyesterimide resin (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5645,"P840810",58265,,,"Hydrogenated vegetable oil terpenes","PMN","INACTIVE"
5646,"P840811",47462,,,"Polysiloxane resin (PROVISIONAL)","PMN","ACTIVE"
5647,"P840812",84141,,,"Acrylourethane (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5648,"P840815",67051,,,"Polycaprolactone diol, adduct with diphenylmethane diisocyanate andpolypropoxylated glycerol","PMN; XU","INACTIVE"
5649,"P840819",38483,,,"Metallic alkyl alkoxide complex (PROVISIONAL)","PMN","INACTIVE"
5650,"P840820",72414,,,"Phosphonium salt","PMN; S; 5E","INACTIVE"
5651,"P840821",65204,,,"Acrylic modified epoxy resin (PROVISIONAL)","PMN; XU","INACTIVE"
5652,"P840821",92343,,,"Acrylic modified epoxy resin (PROVISIONAL)","PMN; XU","INACTIVE"
5653,"P840830",68010,,,"Acrylic acid, polymer with substituted methacrylates, acrylonitrile, alkyl acrylates, styrene and hydroxyalkyl acrylate","PMN; XU","INACTIVE"
5654,"P840831",65168,,,"Polymer of alkyl acrylates, styrene, hydroxyalkyl acrylate and acrylic acid","PMN; XU","INACTIVE"
